,Query,Target,Stance
5251,"We have enough potentially recoverable efficiency savings and renewable energy sources - direct solar radiation, indirect solar radiation, wind, geothermal energy, biomass, small hydro, and tidal energy - to eventually power our entire economy, essentially indefinitely, without nuclear or coal power. ",Alternative Energy,1
5252,"We, the undersigned Palestinian human rights and civil society organizations, are extremely disappointed by your actions, in particular your biased statements, your inaction, and your misplaced justification of Israel's violations of international humanitarian law, which amount to war crimes... you have taken a biased position towards the current gas attack and violations in the West Bank, without clearly condemning Israel's illegal actions in the occupied Palestinians, while, on the other hand, you do not want to accuse - sometimes wrongly - Palestinian combatants of violating international law... Mr. Secretary-General, when you do not distinguish between oppressors and victims, in all your statements when you call Palestinian combatants responsible for violations and war crimes, while ignoring the nickname ""israel"" when you speak of concrete actions when you do not. ",United Nations Biased Against Israel and For Palestine,1
5253,"- The Obamacare debate prevents people from buying low-cost emergency-oriented insurance: instead, it forces people to buy comprehensive insurance packages with a generous list of basic benefits, benefits that far exceed those needed to address the problem of unpaid emergency care... The problem is simple: if your health care is paid for, you are more likely to visit a doctor and consume more tests and procedures than if you were uninsured, people with insurance consume twice as much health care as the uninsured - a problem that leads to more overcrowding, more access to emergency care for the truly vulnerable, and more damage to hospitals. ",Obamacare,0
5254,"Milk is a nutritious food. It is an excellent source of calcium, trout, riboflavin, and vitamin D, as well as a good source of protein, vitamin A, potassium, and several B vitamins. Milk and milk products (yogurt and cheese) form one of the five major food groups included in the government's Pyramid food guide. ",Milk,0
5255,"- yes ppaca... sets minimum health insurance standards... these standards will affect private health insurance in individual, small and large group markets, depending on the standard... and will require coverage for specific benefit categories... the secretary will specify the ""basic health benefits"" included in the ""basic health benefits package"" to be covered by the CCP (starting in 2014). Basic health benefits will include at least the following general categories: - outpatient care; - emergency care; - hospital care; - maternal and newborn care; - mental and substance-use services, including treatment for behavioral disorders; - prescription drugs; - curative and preventive services and devices; - laboratory services; - preventive and curative care and treatment of chronic diseases; and - paediatric services, including ",Obamacare Minimum Coverage Level,0
5256,"- Yes, when Obamacare was first enacted, the blogger was aware that ah included an additional tax of 3.8% on any real estate sale, and claimed that ""it's $3,800 on a house worth $100,000.""... but like bloody walls or death panels, it's just another urban legend that just won't go away. ",Obamacare Taxes On Upper Bracket,1
5257,"- yes, all market and many other plans should include the following list of preventive services without charging you or co-insurance. this is true even if you have not met your obligations. ",Obamacare,1
5258,"By expressing the view of Congress that assisted suicide (sometimes called death with dignity, end-of-life options, assisted dying, or the like) puts everyone, including the most vulnerable, at risk of fatal harm and undermines the integrity of the health-care system... assisted suicide directly threatens the lives of the elderly, people with depression, people with disabilities, or people under emotional or financial pressure to end their lives. ",Euthanasia,1
5259,"In 2015, the World Health Organization classified red meat as probably carcinogenic to humans and processed meat as carcinogenic to humans. [140] According to a 1994 Harvard study, eating beef, pork, or lamb five or more times a week significantly increases the risk of colon cancer. [102] The World Cancer Research Fund found that eating processed meat, such as bacon or sage, further increases this risk. [148] A 2014 study found that diets high in animal protein were associated with a 4-fold increase in the risk of death from cancer compared to high-protein diets based on plant proteins. [132] ",Vegetarianism,1
5260,"According to the National Center for Education Statistics, 47% of high-poverty public schools require uniforms, and only 6% of low-poverty public schools require them. [23] Even within the same school, uniforms cannot hide the differences between the haves and have-nots. [23] David Obrunsma, phd, stated that better-off families buy more uniforms per child than less well-off... they have one... that is more likely to be torn up, torn up, and spoiled so that socioeconomic differences reappear in just two months. [9] According to the Children's Society (uk), almost 860 students go to school in well-fitting uniforms because their parents cannot afford new uniforms. [93] Uniforms also highlight racial differences. ",School Uniforms,1
5261,"The only reason people are misled into thinking that animal experimentation helps humans is that the media, experimenters, universities, and lobby groups are exaggerating the potential for animal experimentation to lead to new drugs, and the role they have played in past medical advances... because animal testing is so unreliable, they make... human testing even more dangerous. ",Experimenting on Animals,0
5262,"We must be honest with ourselves, except for a two-state solution that preserves the Zionist dream. One state would be the end of the Zionist dream, and it would be the impossible dream of the Palestinians to have their own state. ",Two-State Solution,0
5263,"Of all deaths in the Netherlands in 2005, 1.7% were the result of euthanasia and 0.1% were the result of physiotherapy. ",Euthanasia,1
5264,"Production of photovoltaic devices may include the use of certain toxic and explosive gases, corrosive substances, and suspected carcinogenic compounds. Potential exposures will vary according to the toxicological properties of the materials and the intensity, frequency, and duration of exposure to humans... removal of large quantities of modules in a single landfill may increase the potential risk to humans and biota [the area's animal and plant life or period of time]. ",Solar Power,1
5265,"Children, non-citizens, the mentally disabled, and those who have committed serious crimes against their fellow citizens do not meet these standards. ",Voting Rights for Felons,1
5266,"- Yes, the Affordable Care and Public Health Fund supports a $9 million national initiative to create and evaluate comprehensive workplace health programs to improve the health of workers and their families... based on the needs of workers, companies will establish a core set of three to five interventions from an affordable menu of options that include a combination of programs (education and coaching), policies, and environmental support, and that target physical activity, nutrition, and tobacco use among the working population. ",Obamacare,0
5267,"Steroids should be legal, even if they can cause health problems for some heavy users. People are smart enough to make the best possible decisions - as they see fit - for their own life. and if some take too many steroids, it is their personal problems, not their ""social"" problems. ",Performance Enhancing Drugs,1
5268,"In 2013, student loan borrowers saved for retirement (41%), car purchases (40%), home purchases (29%), and marriage (15%). [38] Fewer than 50% of women and 30% of men made the transition to adulterous milkstones by age 30 (leaving school, moving out of their parents ""home, financial independence, getting married, and having children); in 1960, 77% of women and 65% of men completed milkstones by age 30. [39] ",College Education,1
5269,"If we allow physiologically assisted suicide, we may find that we have effectively limited our approach to palliative care for the chronically ill. Unfortunately, it is cheaper to help a patient die than to provide a good end of life. Physiologically assisted suicide can encourage a patient to die as a ""debt"" to his or her family, in the face of financial hardship. ",Financial Motivations Encourage Insurance Companies to Promote Euthanasia,0
5270,"Areas with a higher density of bars, nightclubs, and other places where alcohol is sold are more prone to assault and other violent crime. [24] [25] ",Lower Drinking Age,1
5271,"Under current law, illegal entry into the United States makes a foreigner subject to a federal criminal offense with a maximum penalty of 6 months in prison. ",Immigration,0
5272,"The double-milk industry knows that there is a problem with the nest... double-milk farmers do not tell consumers that every glass of milk is contaminated with the nest, bacteria, and possibly paratub [the bacteria that causes ovarian disease in cattle]. The only way to avoid the nest is to avoid cow's milk. ",Milk,1
5273,"The sociological and psychological evidence supporting the legal and political rationale for decriminalizing or legalizing prostitution shows that the costs of criminal prohibition outweigh the benefits. The evidence concerning the negative effects of the current criminal status of prostitution supports the conclusion of Francisco's crime committee that ""we can do a little worse by trying something else."" ",Prostitution,1
5274,The assumption underlying much of the bad press Germany has received is that decriminalization is a boon to the underground. ,Prostitution,1
5275,"Many opponents present as a fact that the cost of the death penalty is so high (at least $2 million per case?) that we must choose a life without parole (""lwop"") worth $1 million over 50 years. ",Death Penalty,0
5276,"There are many reasons to stop Aklu... Aklu was founded by communists [sic], with communist ideals, communist goals, and they continue to impose a communist-like program on a daily basis... Aklu does not believe in the Second Amendment... Aklu is pro-death. ",ACLU,1
5277,"The Torah forbids homosexual sex, and the rabbis have consistently defended this prohibition for centuries... the prohibition of homosexual sex comes from the leviticus: ""Do not lie to the man as to the woman; it is revulsion"" (18: 22). ",Judaism Accepts Same-Sex Behavior,1
5278,"[ There is] strong evidence of the deterrent effect of the death penalty... each execution results in eighteen fewer murders on average, with a margin of error of plus or minus ten. ",Death Penalty,1
5279,"The strongest argument against removing Saddam by force is that he has already been deterred and deterred by the military in the region, and that the potential unintended consequences of removing him through war pose a greater security threat than abandoning him, deterrence, and deterrence. What Saddam demonstrated in 1993 - with Bill Clinton's unyielding cooperation - is that when he confronts a president whom he considers weak and incoherent, he is fully capable of reckless and murderous actions that can rightly be seen as the cause of war. ",War in Iraq,0
5280,"By removing hyperbole and steroids from the immigration debate, our policy could pave the way for a balanced approach to the problem: legalizing as many illegal immigrants as possible, but for no one. ",Immigration,1
5281,"Plastic water bottles contain far less polyethylene terephthalate (animal) plastic than non-alcoholic bottles, which require a thicker plastic container because of soda drinks - 9.89 grams for pets compared to 23.9 grams for a 16.9-ounce bottle. [8] A study by quants found that between 2007 and 2015, bottled water suppliers reduced the amount of material used in 8oz-2.5 gallons of plastic water bottles by 42.8% - plastic for pets is the most common material used in these bottles. [40] A study of quants ordered by quangos found that the packaging and distribution of sports drinks, improved water, and soda produced nearly 50% more carbon dioxide emissions per serving. ",Bottled Water,0
5282,"The ability to get injured while playing golf does not make it a sport. Many non-sporting activities, such as sitting at a desk and running all day, lifting a heavy box, or sleeping in the wrong position, also tend to lead to injuries. [35] [36] ",Golf is a Sport,1
5283,"These include pain relief - in particular, neuropathic pain (nerve damage) - nausea, spasm, coma, and motor disorders. Marijuana is also a powerful appetite booster, especially for patients suffering from hive syndrome, or new research suggests that the medicinal properties of marijuana can protect the body from certain types of malignant tumors and are neuroprotective. """,Medical Marijuana,0
5284,"While the capabilities of direct electronic voting systems vary, these solutions prevent voters from voting more than once (over voting) and provide mechanisms for voters to correct unintentional voting errors. ",Voting Machines,0
5285,"Beef farming is often the most efficient way to produce food for humans. about 85% of us who live on land unsuitable for cow farming can eat humans. [27] Today, 98% of the ancestral lands of the irises, together with their native plants and animals, are gone. [60] Most of this land is now covered with corn and wheat fields. ",Vegetarianism,1
5286,"The health endpoints reported to be associated with rf and / or rf include childhood obesity, brain tumors in adults, brain tumors in children, genetic toxic effects (bottom damage and micronucleation), neurological effects and neurodegenerative diseases, disruption of immune system regulation, allergic and inflammatory reactions, breast cancer in men and women, poor nutrition and some cardiovascular effects... given the available scientific evidence, the rapid spread of new wireless technologies that chronically cause people to pulsate rf at levels that are reported to cause bioeffects that, in turn, can reasonably lead to serious health consequences, is public health. ",Cell Phone,0
5287,"cuomo: you think they [people] have control on their sexuality? ben carson: absolutely. chris cuomo: you think being gay is a choice? ben carson: absolutely... because a lot of people that go into prison, go into prison straight, and when they come out, they're gay. so, do something happen while they were in there? ask yourself that question. """,Changing Sexual Orientation,1
5288,Perhaps the most important factor in determining whether a defendant will be sentenced to death is the quality of representation he or she provides - almost all death lawyers cannot afford their own lawyers. ,Death Penalty,0
5289,"Many who support Terri Favo's menacing dehydration argue that removing a feeding tube from a disabled person leads to a painless and gentle end. but is it really? After all, it would be excruciating if you or I were locked in a room for two weeks and deprived of all food and water. So why should we assume that feeding tube patients experience deprivation in different ways simply because they receive food through a feeding tube, not through their mouth?... yes, it is true that when people actively die of an incurable disease, they often refuse food and water. ",Euthanasia,0
5290,"The Court declared abortion a fundamental right ""guaranteed by our constitution."" The landmark case of Rose v. Wade, decided on January 22, 1973, in favor of abortion rights, remains the law of the land. The 7-2 decision stated that the Constitution guarantees certain areas or areas of privacy, and that this right to privacy... is broad enough to accompany a woman's decision whether or not to terminate her pregnancy. [49] ",Abortion,1
5291,"Today, people who really want to commit suicide, and especially older people, have nowhere to turn, but when they come to me, they will obey what I say because they know that they are talking to an honest doctor. ",Euthanasia,0
5292,"For example, 16.21% of Colorado teenagers and 18.86% of Alaskan teenagers reported using marijuana last year, compared to an average of 12.29% in the US as a whole in 2015-2016. [39] Adolescent marijuana use has jumped by an average of 20% in the two years since marijuana was legalized for adults. [78] Marijuana is particularly dangerous for young people, because the human brain is not fully developed until age 25 (four years older than the legal age in states that allow recreational marijuana use). [79] [80] ",Marijuana,1
5293,"- We predict that by 2025, there will be a shortage of about 30,000 primary-care physiotherapists in the US, with about 16.5 percent (4,950 physiotherapists) of that shortfall due to expanded coverage under Obamacare, while the remaining 83.5 percent (050 physiotherapists) will be due to population growth, aging, and various demographic shifts. ",Obamacare,1
5294,"Indeed, there is a long and inglorious history of electoral fraud in the US, which includes almost all voting methods and technologies, especially paper ballots. ",Voting Machines,1
5295,"An alternative, simpler and more convincing explanation explains the pattern of drug use that you see in this country without resorting to any gateways. Although the gateway theory is popular, scientists have always had their doubts. Our study shows that these doubts are justified... people who are prone to drug use and have the ability to use drugs are more likely than others to use both marijuana and harder drugs. """,Marijuana,0
5296,"Skipping any form of medical marijuana anywhere in our country is bad public policy and will cause crime and public safety problems. """,Medical Marijuana,1
5297,"Strict gun control laws do not work in the US and will not work in the united state. [88] [89] There is only one legal gun store in the country (the Gun and Weapons Directorate), whereas as of February 10, 2014, there were at least 63,709 legal gun shops and pawnbrokers in the US. [90] [91] The company's gun store is located on a guarded military base, and customers must show identification, pass through a metal detector, and surrender cell phones and cameras to guard weapons. ",Gun Control,0
5298,"There is no such thing as an overdose. We have seen very minimal problems with abuse or addiction that are at worst equivalent to dependence on caffeine. While the substance may have some potential for misuse, in my view it is a poor excuse to deny its use and benefits to everyone else. """,Medical Marijuana,0
5299,"Closing this fight is like trying to collect smoke with your bare hands. Whichever class of people treats this measure, information will continue to be stored, and that information will find its way out. It may be slower, but the incentives will carry day by day and enrich people closely connected to those who possess it. Instead, stringent requirements on the government as a whole, and not just on Congress and its immediate staff, are the best way to deal with the issue. ",STOCK Act,0
5300,"It also seems somewhat paternalistic... if people are competent, shouldn't we allow them to make their own decisions about the shape and direction of their own lives, even if we think that these decisions will sometimes be wrong? Evidence from places where assisted dying has been legalized, such as Oregon, suggests that the fears of these opponents of the bill are in any case largely unfounded... the greatest vulnerability in many terminally ill people is the excruciating, chronic, and insurmountable pain that thousands of people in the US will continue to endure against their will. ",Euthanasia,0
5301,"41% of us children live in low-income families, which are less likely to have access to the resources needed to complete household chores, such as pens and paper, a computer, Internet access, a quiet workplace, and a parent at home to help. [34] [35] They are also more likely to be forced to work after school and on weeds, or to care for younger siblings, leaving less time for household chores. [35] [25] [36] A study by the Historical Heritage Foundation found that 96.5% of students across the country said they needed to use the Internet for classroom activities outside of school, and almost half reported that they were unable to complete their household chores because of lack of access to the Internet or a computer, sometimes resulting in lower incomes. ",Homework,0
5302,"Through its direct physical effects, it kills many thousands of people every year, as does alcohol. And it is easy to overdose on alcohol, just as it is possible to overdose on prescription drugs or even over-the-counter drugs such as aspirin or acetaminophen (the active ingredient in Tylenol). I do not believe anyone ever died of a marijuana overdose. """,Medical Marijuana,0
5303,"These nutrients include calcium, potassium, vitamin D, and protein. ",Milk,1
5304,"Not to mention that I do not believe that Palestine will accept the state that is condescendingly offered to it in any such talk of a ""two-state solution."" Think about it: if you were militarized and attacked by the same country, would you accept a ""two-state state state"" that would not be able to defend itself? Palestine, moreover, has every reason to be bellicose about the intentions of Israel and its powerful military, but also about many of its neighbors, and... we have left the two-state solution for a long time. ",Two-State Solution,1
5305,"According to the school library magazine, the average price of a K-12 textbook is about $70, compared to $45- $55 for a 6-year digital textbook subscription. [75] Electronic textbook prices continue to fall, down 31% on average from 2016 to 2018. [76] Tablet prices also continue to fall, making them increasingly affordable. In 2011, tablets cost an average of $489, compared to $299 in 2018. [11] [78] read more ",Tablets Over Textbooks,1
5306,"Stagnant in their efforts to make abortion illegal again, some anti-choice extremists resort to murder as the last weapon in the ""war"" they claim to be waging... anti-choice activists, like those who personify a cause, are adequately protected by the First Amendment when they speak, march, display images, or join others in doing so. ",ACLU,0
5307,"But your need does not change basic mathematics: health care is a service and a commodity provided by a third party... [m] edical care is a service and a commodity provided by a third party, and treating it otherwise is foolish... two elements are needed to make health care cheaper and better: profit incentives and freedom to work. ",Universal Health Care,0
5308,"One cup of vitamin d of fortified milk provides half [50%] of the recommended daily intake for adults aged 19 to 50, one quarter [25%] of the recommended daily intake for adults aged 51 to 70, and approximately 15% of the recommended daily intake for adults aged 71 and older... food that provides 10-19% of the [daily norm] is a good source, and food that provides 20% or more of this nutrient is high. ",Milk,1
5309,"Opposition to legalization [of assisted suicide and euthanasia] is strongest among the physicists who know most about caring for terminally ill patients (such as palliative care specialists...). They know that patients who seek help from a physiotherapist usually tell us as much as they know that they desperately need it, and that without it they would prefer it. ",Euthanasia,1
5310,"Provisions requiring a ""paper record"" to be used for the ""manual audit"" of the ""voting system"" make it clear that the hava requires a paper record that the voter sees, checks, and submits... an audit using a post-closing vote record cannot, of course, be considered a manual audit of the entire voting system - at best, a partial audit limited to mathematics performed by a compiler, it will not be an audit of whether voters ""intentions were accurately recorded by a computer - and this is a critical issue... the distinction between the original paper record of the certificate and electronic records as circumstantial evidence is important in the field of audit, as stated in the auditing standards promulgated by the Certified Public Observers Institute... in this light of the meaning of the Hawa requirement that the system produce a"" permanent record ""for use in a"" manual audit ""or a repeat audit. ",Voter Verified Paper Audit Trails,1
5311,"[ 33] Naphtha led to more air pollution on the US-South Korean border, which experts estimate would cost $15 billion to clean up. [34] Clinton also signed an agreement in 1995 to allow deforestation of national forts, which suspended environmental laws protecting the forts. [35] Read more ",Bill Clinton,1
5312,"Obesity, like other diseases, disrupts the normal functioning of the body. Obese people have excess fatty (or fatty) tissue, leading to overproduction of leptin (the molecule that regulates food and energy consumption) and other food and energy intermediaries in the body, leading to abnormal regulation of food consumption and energy consumption. [35] Obesity can disrupt normal mobility and range of movement in the knees and thighs, and obese patients account for 33% of all joint replacement operations. [48] Obesity is also associated with reproductive weakness, leading to sexual dysfunction in both sexes, infertility and the risk of misconception in women, as well as reduced sperm count in men. [48] ",Obesity is a Disease,0
5313,"Over the last two weeks or so [Aug. 20-Sep. 2, 2011], several hundred protesters gathered outside the White House to oppose the xl oil pipeline project, which is intended to transport bitumen extracted from the Alberta oil sands to Gulf Coast refineries. During the protest, actor Daryl Hannah, climate scientist James Hansen, and author and activist Bill mckibben were among about 1,200 people who were arrested... for many years, we relied most on crude oil produced from Alberta and Canada's oil sands. ",Oil Imports,0
5314,"Marijuana will certainly affect perceptions, but it does not cause irreversible brain damage. 'The results were kind of unexpected.' We might expect to see more impairment of higher mental functions. other illicit drugs, or even alcohol, can cause brain damage... if we can barely detect this tiny effect in long-term heavy users of marijuana, then we are unlikely to see harmful side effects in individuals who receive marijuana for a short period of time in a medical setting... if new studies show that marijuana is useful in treating certain medical conditions, it gives us the opportunity to see a marginal level of safety. '",Marijuana,0
5315,"In one study, more than 80% of patients who smoked marijuana using an ice-cooled pipe experienced a 16-45% reduction in IQ. In another study, binoids contained in medical marijuana were used, and a significant reduction in IQ was found in patients who took IQ and IQ. A third clinical trial also showed that medical marijuana affects intraocular pressure as well as blood pressure in general... if you are interested in trying medical marijuana for your child, you are in very good company. ",Medical Marijuana,0
5316,"Two months ago, the government's reform committee held our first hearing on steroids, looking at the use of performance-enhancing drugs in major league baseball... we know that this is a national public health crisis. ",Performance Enhancing Drugs,1
5317,"However, several independent studies, including one conducted by the Swedish police, have shown that they expose prostitutes to more dangerous clients and less safe sex practices. ",Prostitution,1
5318,"[ i] In this profit-driven economic climate, is it realistic to expect insurers to do the right or the wrong thing? If insurers refuse, or even postpone, approval of life-saving alternatives, saving money would be a fatal sin. ",Financial Motivations Encourage Insurance Companies to Promote Euthanasia,1
5319,"It is not clear how often cannabis itself can cause depression, but studies suggest that this can happen. So it is recommended that if you are depressed and you regularly use cannabis, you should try to quit and see if it helps. Tachycardia (abnormally fast heartbeat), dizziness, anxiety, shivering, nausea, vomiting, difficulty sleeping and confusion are all possible side effects of the disease. ",Medical Marijuana,1
5320,"One natural way to understand the idea that killing yourself is more difficult than forcing someone to kill themselves is that killing yourself requires more determination. The element of suicide involved in allowing another person to do the unpleasant task of getting you out of a state of infatuation means that your will is not as active as if you were doing the task yourself, and therefore weakness or indecisiveness. ",Euthanasia,1
5321,"The dollar should be defined - as it was before 1971 under the post-war Bretton Woods system - as a fixed value of the gold standard, however imperfect the gold standard may be, it remains the best alternative. The empirical evidence for both the classical gold standard, which I support, and even the ""gold exchange"" standard, as it was under the Bretton Woods system, is impressive. ",Gold Standard Currency,1
5322,"There are those of us who believe that, under certain conditions, the cruellest thing you can do to the people you love is to make them live. ",Euthanasia,0
5323,"The US cannot risk falling behind the rest of the world in developing drone technology. [38] In 2010, Iran unveiled what it claimed was its first armed drone, [39] and China unveiled 25 drone models. [40] In 2011, there were 680 active drone development programs by governments, companies, and research institutes worldwide, up from 195 in 2005. [41] ",US Drone Strikes,0
5324,"Long days spent fighting the disease can satiate patients, suppress their appetite, and slowly destroy their desire to live. This psychological damage can lead to physiological effects that can be the difference between life and coloring. ",Medical Marijuana,1
5325,"The desire to experience a direct, immediate, passionate connection with the suffering of the perpetrator fuels the movement for the rights of the victim. Only when the victims become participants in the suffering of the people responsible for their own suffering is a kind of social equilibrium achieved. ",Death Penalty,0
5326,"It is not for a government to use the death penalty for its own purposes, it is not for some governments to victimize others for their own purposes, it is justice, and we believe that justice has to do with how God calls for justice... our biggest concern about the death penalty is a concern that is shared here, and a concern that I think everyone shares, and it is the possibility that someone who is innocent may be executed. ",Death Penalty,0
5327,"There is no hard evidence that disenfranchising people will help or motivate them to pay fines, court fees, or restitution. If we want people to be able to pay fines, fees, and restitution, it makes more sense to focus on removing barriers to employment after incarnation rather than disenfranchising them... anyone who pays money will get their right to vote as soon as possible. ",Voting Rights for Felons,0
5328,"Franco County's experience with congressional recount in the 15th Legislature, as well as three other recounts conducted during the 2006 general election, and three subsequent voluntary audits of paper records conducted by the Commission and a local newspaper, demonstrate the accuracy of electronic voting systems and the advantages of state and local control over election definitions and procedures, auditing, and recount. ",Voting Machines,1
5329,"While the arguments for banning different types of drugs and other enhancers are strong, the ability to control doping is limited as the fight continues between bans and the discovery of new enhancers that have not been banned... the result is a delicate balance between banning different substances, enforcing bans, and finding new substances and ways to evade bans on old substances. ",Performance Enhancing Drugs,0
5330,"Currently, perhaps steroid users should be banned for life, but the fact remains that Rose and others are accused of violating a rule that provided no punishment other than treatment at the time when they (and dozens, if not hundreds, of other players whose names were not leaked to the press) violated it, and that today you can only be banned if you are a three-time world champion. ",Performance Enhancing Drugs,0
5331,"In fact, illegal immigrants do not receive any kind of federal welfare benefits, yet they often pay income tax (through payroll taxes) and sales tax, thereby helping to pay for transportation, health care, education, and other expenses directly or indirectly. ",Immigration,0
5332,"We have no problem with doping testing, we have a problem with the testing system. and the system must be reasonable and acceptable to the person being tested. ",WADA Whereabouts Rule,0
5333,"Legal or illegal, prostitution does not stop the spread of disease and the devastation of the human soul, or the disintegration of culture, society, and nation... and yet some advocate legalization of prostitution. ",Prostitution,0
5334,"Across the country, nearly one-third of registered voters used high-tech voting equipment for the first time. ",Voting Machines,1
5335,"There are many ethical treatment options that can be prescribed to control blood pressure, but cannabis is also very effective in reducing [intraocular] pressure, thereby preventing damage that can lead to blindness. ",Medical Marijuana,0
5336,Legalization would be another step in the liberation of women. I would say that the idea that prostitution should be legalized is unacceptable to those few who think otherwise. ,Prostitution,0
5337,"These private sales now account for more than 40 percent of all gun sales nationwide - meaning that in 2012 alone, more than six million guns were sold without background checks... Second, Congress must make the gun trade a federal crime. ",Gun Control,0
5338,"Importantly, the overwhelming consensus on global warming remains unchanged... this is what scientists have found to be happening to our climate: anthropogenic global warming is trapping heat from the sun and raising temperatures. These pollutants - especially carbon dioxide - are rising rapidly with the combustion of coal, oil, natural gas, and forgetfulness, and temperatures have risen over the same period. ",Humans Cause Climate Change,1
5339,"Thus, we propose that Congress and the people of the United States be given the opportunity to approve a constitutional amendment stating that ""all citizens and other residents of the United States shall have equal access to basic and essential health care."" ",Universal Health Care,1
5340,"Athletes are able to decide what behavior is in their best interest, weigh the risks and benefits according to their own values, and a paternalistic rule that tries to prevent an athlete from harming himself runs counter to the important values of independence and personal choice. ",Performance Enhancing Drugs,1
5341,"Although illegal entry is a federal crime, it is not currently a federal crime to stay in the country for a longer period. We will work quickly with Congress to change this. ",Immigration,0
5342,"Many health plans do not inform their members about the inclusion of abortion coverage; they do not tell them how much they charge for such coverage; and they do not charge a ""separate fee"" for abortion that is different from paying a premium eligible for a federal tax subsidy. ",Obamacare,1
5343,"There is no doubt that we, like you, have been stunned and appalled by the violence in Connecticut, Colorado, or many other places around the world, but there has been a huge amount of entertainment research on the links between entertainment content and actual violence, and they have found no connection, and I could give you long stories about how people in denmark, duck, Irish, or Canadian countries consume as much or more violent games and violent media as they do in the United States, and yet they have far fewer cases of gun violence. ",Video Games,1
5344,[ The death penalty] violates the Eighth Amendment because it is morally unacceptable to the people of the United States at this time in their history. ,Death Penalty,0
5345,"I understand that sports officials, including those who run the team, need strict rules against cheating, but is it fair to punish everyone on the team because one person makes a mistake? If her teammates knew Jones was cheating, they would probably want to replace her to make sure they weren't disqualified, but if they just suspected her of using banned drugs - as some people thought - what would they do?... I think the best solution would be to let Jones's teammates keep their medals, but to award new medals to other teams - medals they would have won if they had. ",Performance Enhancing Drugs,1
5346,"First, firing bad teachers actually makes it harder to recruit good new teachers, because new teachers do not know what type they will be. This risk must be offset by higher salaries - but this in turn can lead to more classes, which in itself harms students ""performance. Second, while it may seem better to wait for the extension of tenure, early decisions - not in the first year, but soon thereafter - actually improve students"" performance. ",Tenured Teachers,1
5347,"Anthropogenic emissions of greenhouse gases have increased since the pre-industrial era, driven largely by economic and population growth, and now exceed centuries. This has led to an unprecedented increase in emissions of carbon dioxide, methane, and nitrous oxide, at least in the last 80 years. Their impact, along with anthropogenic factors, has been observed throughout the climate system and is an extremely likely [95% certainty] major cause of observed warming since the mid-20th century. """,Humans Cause Climate Change,1
5348,"Same-sex marriage is a civil right. naacp (National Association for the Advancement of Colored People) on May 21, 2012 identified same-sex marriage as one of the key civil rights struggles of our time. [61] In 1967, the Court unanimously affirmed in Love vs. Virginity that marriage is a basic civil right. [60] The White House website lists same-sex marriage as a civil right, along with freedom from discrimination in employment, equal pay for women, and fair punishment for minority criminals. [118] ",Gay Marriage,1
5349,"As a national anti-doping agency, we will never accept this. Performance-enhancing drugs are banned not only because they violate the spirit of sport, but also because they can harm an athlete's health. ",Performance Enhancing Drugs,0
5350,"It is a crime against the sanctity of life and the dignity of the human person; it is like God's plan for individuals and society, and his merciful justice. It is inconsistent with any just purpose of punishment. It does not dispense justice to the victims, but instead promotes vengeance. ",Death Penalty,0
5351,"What we need to do is get rid of both of our additives: carbon and uranium... there are numerous renewable energy technologies that can be scaled up, and many others that have great potential and need to be developed and financed more aggressively... it has been estimated that solar power available in 100 square miles of Nevada could provide the United States with all of its electricity needs... it has been estimated that wind power has the potential to meet 40 times the world's electricity needs, and could meet all of its global energy needs five times more. ",Alternative Energy,1
5352,"- In a socialist health-care system, the government would nationalize the entire industrial. all hospitals, clinics, and other health-care facilities would be owned by the government. Also, all workers (including doctors) would be public servants... Obama's health-care plan is not socialism, because socialism is when the government owns and controls hospitals and hires doctors and nurses. ",Obamacare,0
5353,"According to a study published in the journal Science in 2003, analysis of ice core samples shows that over the last four climate cycles (over the last 240,000 years), periods of natural global warming preceded global increases in CO2. [127] In 2010, the National Academy of Sciences published a study of the Earth's climate 460-445 million years ago, which found that an intense period of acidification, not warming, occurred when co2 levels were five times higher than today. [4] According to environmentalist and former Greenpeace director Patrick Moore, there is some correlation, but little evidence of a direct relationship between co2 and global temperature over millennia. [60] ",Humans Cause Climate Change,1
5354,"In November 2004, there was only one contest on the ballot in Florida. But of the 10,844 votes cast on the touch-screen paperless voting machines, 134 were... for no one. ",Voting Machines,1
5355,"But we can do it... but the transition will entail costs - not just money and regulation, but also changes in our behavior and expectations. ",Alternative Energy,0
5356,"We lost a great president, a great American, and a great man, and I lost a dear friend. Ronald Bassan was so cheerful and unperturbed in his life that it was easy to forget what a daunting historical task he had set himself. He sought to restore the wounded spirit, restore the strength of the free world, and liberate the slaves of communism... his policies had a freshness and optimism that won converts from every class and nation and, ultimately, from the heart of ""evil."" ",Ronald Reagan,0
5357,"Heng sold heavy weapons to the Iranian mullahs and lied about it, claiming that all the weapons he did not sell (and in any case did not exchange for hostages) would still fit in a small truck. ",Ronald Reagan,0
