,Query,Target,Stance
7488,The existence of Learning-by-Doing raises the disturbing possibility that policies that keep teens away from alcohol may have shifted some of the fatality risks from teens to young adults to some degree.,Lower Drinking Age,0
7489,"[259] 52% of students have reported being victims of cyberbullying with 84.2% naming Facebook as the site through which they have been bullied, followed by Instagram (23.4%), Twitter (21.4%) and Snapchat (13.5%). [259] 54% of teens have witnessed cyberbullying including on sites like Facebook (39%), Twitter (29%), YouTube (22%) and Instagram (22%) [258] Adults can also be victims of cyberbullying, with social, familial, or workplace aggression on social medi",Social Media,0
7490,All boys who engage in high levels of gender nonconforming behaviors or low levels of gender conforming behavior demonstrate homosexual orientation as an adult; nor all adult homosexual men report high levels of gender nonconforming behaviors or low levels of gender conforming behaviors in childhood.”,Gender Roles,1
7491,"Manufacturers use digital signatures and other forms of encryption to make the chances of voting card counterfeiting remote. Other protections include the use of time, place and election specific internal checks to ensure card validity and to prevent cards from being used more than once.",Voting Machines,1
7492,"Sports is so important to so many people, particularly young people, and it is a precursor to how you're going to behave in other aspects of social interaction. The accounting profession is in the tank and you've got the Enrons. You respect your opponents, you respect yourself. You play fair. I think that bleeds into life as well. I don't want my grandchildren to have to be chemical stocks in order to be good at sports and have fun at it.",Performance Enhancing Drugs,0
7493,"A pledge policy that provides no officially recognized, fully secular alternative has another profound constitutional vice : it conveys the unmistakable message that those who find it distasteful or an affront to their system of beliefs to pledge their allegiance to a nation that is described as 'under God' are not worthy of participating in a community ceremony of national allegiance.",Religious Undertones In Education,1
7494,The problem is simply that the Bible has no sexual ethic. There is no biblical sex ethic and many of these practices have changed over the thousand years of biblical history. Christian morality is only an attempt to express the integrity of our relationship with God. Having a love ethic means rejecting sexual mores that violate their own integrity and those of others and not actively working to discover what it would mean to live by the love ethic of Jesus.,Christianity and Homosexuality,0
7495,"As long as they get to stay legally in the United States, they will have jumped ahead of those in their home countries that are attempting legal entry. The newly legalized illegal immigrants will be able to have children born here that will be given automatic American citizenship with rights to a multitude of means-tested welfare benefits and non-means-tested entitlements. These children will become the anchors for future citizenship applications from their parents. These benefits will not accrue to those who remain in their countries while trying to come here legally",Immigration,1
7496,Each WINvote ballot station contains an 11.25 volt 6.6 amp hour smart lithium ion battery that is capable of maintaining operational readiness for a period of three to five hours depending on frequency of voter interaction and the type of functions required of the system during battery operation. The switchover to battery power is automatic and there is no impact on a unit or a ballot to be voted should power fails in the precinct or a unit become unplugged.,Voting Machines,1
7497,"The development and growth of the Marcellus Shale natural gas industry is a major boom for Pennsylvania's economy. The industry created directly and indirectly tens of thousands of new jobs, with tens of thousands more if natural gas is allowed to continue in a safe and responsible manner. It has paid billions in royalty and lease payment to landowners and contributed hundreds of millions of dollars to state and local governments tax coffers... These intentional distortions of reality have misinformed both the public understanding of Pennsylvania and the",Alternative Energy,1
7498,"The annual minimum wage to $15 in New York State – as Governor Andrew M. Cuomo proposes – would provide vital benefits to the state’s economy, increasing standard of living for workers, reducing poverty, incentivizing fair and more efficient business practices and ensuring that the most vulnerable members of the workforce can contribute to the economy.",Minimum Wage Increase,1
7499,ASHP has concluded that a ban on direct-to-consumer advertising [DCTA] for prescription drugs and drug-containing medical devices is warranted by evidence that the prohibited speech negatively impacts society.,Prescription Drugs,0
7500,"We are now living in safer communities because we are finally creating a climate that protects our citizens and causes criminals to fear arrest, prosecution and punishment... this occurred in part because of the strong signal that the death penalty sent to violent criminals and murderers : we will not punish them... I have every confidence that it will continue to deter murders, will continue to improve public safety and will be enforced fairly and justly.",Death Penalty,1
7501,"The dairy industry knows that there is a problem with pus in milk and has developed a system known as the'somatic cell count' to measure the amount of pus in milk. The somatic cell count is the standard used to measure milk quality... Dairy farmers do not tell consumers that every glass of milk is contaminated with pus, bacteria and perhaps with paratuberculosis [a bacterium that causes Johne's disease (an intestinal disease) in cows]. Seventeen states are",Milk,1
7502,"Rather than being a misguided act of generosity, amending the Constitution would be a grave mistake. It was the Republican party that opposed Dred Scott [the 1857 Supreme Court decision that held that black people, slaves and free, could not be US citizens] and it was the Republican party that drafted and ratified the 13th, 14th and 15th Amendments which did away with slavery and any distinction between Americans based on race.",Immigration,1
7503,"The answers are yet the same... The Four Noble Truths and the Eightfold Path: [...] Nowhere in Buddah’s teachings or sayings does he fully define what an unlawful sexual act is. Therefore, homosexual behavior has two of the three factors listed here ; meanwhile, homosexuals are harmful to other people on a regular basis... The biggest problem is that homosexual acts harm (seriously harm) other people–this is directly in opposition to Buddhism.",Buddhism and Homosexuality,1
7504,"Many parts of our constitution, including the Religion Clauses, exist in part to protect minority beliefs. The American people are at their best when they confront challenging issues and reaffirm their values by challenging their own assumptions. They are at their worst when they rely on numbers to silence rather than foster debates.",Pledge Of Allegiance,0
7505,"The Affordable Care Act has made progress in addressing the biggest challenges facing our health system including reducing the number of uninsured, uneven quality of care, deaths due to medical errors, discriminatory practices by health insurance providers and the shrinking ranks of primary care providers. The ACA has also made important progress in shifting our health system from a system focusing on treating the sick to one that focuses on keeping people healthy.",Obamacare,0
7506,"We're dealing with schoolchildren and role models in schools who are required to lead it inherently fraught with compulsion or coercion, and we feel that it is a violation of church state separation.",Pledge of Allegiance,1
7507,"If the death penalty is just retribution, which is, then it should be administered ; if the death penalty can never be administered by a flawless judicial system, which it cannot, then suspending executions to improve its administration will never make it more just.",Death Penalty,1
7508,"People who have had luckier lives as well as people who perhaps profit from the sex industry in some way refer to prostitution and pornography as 'victim-less crimes' They selectively read history to find some tiny minority, somewhere at some time, who have gained something in the sex business. Their selectiveness indicates that, at some level, they know that participation in the sex industry for almost everyone is a terrible misfortune. As many an old cop will say '' Anyone who",Prostitution,0
7509,"– NO [F]or certain plans the ACA market reforms, as well as other federal health reforms do not apply – For example, retiree-only health plans are not required to comply with federal health insurance requirements, such as the dependent coverage requirement.",Obamacare Coverage for Children,1
7510,Social media has truly made our world a better place and I think that the world has greatly benefitted from it for many different reasons. Social media gives people the opportunity to stay close to their families and friends in the most convenient way. It also allows people to share what is going on in their daily lives without any distance. Social media is not the enemy; it provides us with resources we never knew before.,Social Media,0
7511,"Print textbooks cannot crash, freeze or get hacked Unlike tablets, there is no chance of getting malware, spyware or personal information from a printed textbook.",Tablets Over Textbooks,0
7512,"The American Jewish pro-Israel, pro-peace community must now adhere more imperatively than ever to its core policies of promoting a genuine two-state solution along the lines of the Taba talks of 2000 or the Geneva Accord of 2004, which if it is to happen at all, must happen soon because with every delay in the peace process, with every derailment, with every period of neglect, the settlers and their supporters in the Israeli army, the developers and their supporters in the government are busy building and expanding Jewish",Two-State Solution,1
7513,"Hence, if we are to significantly reduce GHG emissions [green house gas] emissions, there is no alternative to using fossil fuels to meet our basic needs – whether for electricity generation, manufacturing processes, for meeting our residential needs, or transportation (including for petroleum refining, hydrogen production, and meeting plug-in power needs...",Develop Carbon Capture and Storage Technology,0
7514,"Psychological, medical and psychiatric establishments agree that sexual orientation can’t be changed and that so-called ‘reparative therapy’ aimed at changing the orientation of homosexual peoples does not work and may indeed be harmful... The purveyors of the ‘reparative therapy’ are well outside mainstream research and thinking in the psycho-therapeutic worl",Changing Sexual Orientation,0
7515,"Having established authority in the fourth century concerning humanity, in a general Fourth-century ecclesiastical strategy, no one was in a position to remark that a homosexual was guilty of the sin of Sodom... The Church continued to use the oppression of homosexuals as a tool to consolidate power...",Christianity and Homosexuality,0
7516,"In her 1977 book The World of Homosexuals, Mathematician Shakuntala Devi, interviewed Srinivasa Raghavachariar, the head priest of Srirangam Temple. Raghavachariar said that the same-sex partners must have been cross-sex partners in a past life, and thus love impels them toward one another.",Hinduism Accepts Homosexuality,1
7517,"When it comes to sex, I see only one legal rule of any real importance: for sex to be legal, there needs to be consent only - from the sacred temple harlots of ancient times to the marginalized outcasts exposed to all manner of violence, abuse and ridicule of today - a bottomless market for their services.",Prostitution,1
7518,"The assumption that much of the bad press received in Germany is that decriminalization is a boon to the underworld - In fact, the opposite is closer to the truth: Prostitution is like any other industry - make it illegal and give criminals a monopoly, legalize it and give law-abiding companies a chance to compete... For all concerned, the best course of action is to bring this business under the jurisdiction of the law. When do we want them to turn -- thugs an",Prostitution,0
7519,"The American College of Obstetricians and Gynecologists ( ACOG) stated: “ ACOG supports long-standing access to oral contraceptives. Birth control is an essential part of women's health care; and over-the-counter status would help more women benefit from the ability to control their own reproductive health.” [41] At least 89 major medical and rights organizations support making Pill OTC including the American Academy of Pediatrics, the American Academy of Family Physicians, the ACLU, the National Women’s Law Center",Contraception,0
7520,"Raising the minimum wage is more important than ever now because the minimum wage increases stimulate the economy by increasing consumer spending without creating any national and federal budget deficits... six of the top ten growth occupations projected by the U.S. Bureau of Labor Statistics for the next decade are low-wage jobs – including home health aides, customer service representatives, food preparation and service workers, personal and home care aides, retail salespeople and office clerks. Raising the minimum wage would reduce turnover because workers who are pai",Minimum Wage Increase,1
7521,"Enhancing human bodily function is of course common in health care on Earth. Pediatricians develop the immune system of children by administering vaccines. Innumerable researchers work feverishly to enhance athletic performance in hundreds of ways, often with aids from unnatural machines, diets, supplements and drugs. If enhancement is the moral linchpin of this policy, a better case needs to be made against [blood doping].",Performance Enhancing Drugs,0
7522,"The existence of prostitution anywhere is society's betrayal of women, especially those who are marginalized and vulnerable because of their sex, ethnicity, poverty, and their history of abuse and neglect. The complicity of governments sustains prostitution. Banks, airlines, Internet providers, hotels, travel agencies and all media are integral to the exploitation and abuse of women in the tourism of prostitution and solidify as part of the economy.",Prostitution,1
7523,Cell phone radiation levels are tested and certified to remain within the levels of the FCC that the maximum amount of thermal radiation (Heat) is allowed to emit by a user and is known as the specific absorption rate (SAR) in 1996. Random tests of cell phones by FCC scientists further ensure that radiation levels meet FCC guidelines [48].,Cell Phone,0
7524,If an athlete who ran in the finals knowingly and intently engaged in cheating are tarnished and should be returned in our view.,Performance Enhancing Drugs,0
7525,"Based upon a neutral reading of the Patient Protection and Affordable Care Act and bi-partisan third party analysis, this question seems to have a clear and obvious Con (no) answer. Therefore, ProCon.org presented the responses in a single column with no opposing perspective.",Obamacare,0
7526,"It is the opinion of the National Multiple Sclerosis Society Medical Advisory Board that marijuana is not recommended as a treatment for MS. Other well-tested FDA-approved drugs are available, such as baclofen and tizanidine, to reduce spasticity in MS.",Medical Marijuana,1
7527,"There's such a stigma about money : It's perfectly legal -- in this state anyway - for a woman to have sex with anyone she chooses at any time, but the minute five cents change hands... boom! She's a whore and she goes to jail. It's ridiculous.",Prostitution,1
7528,"We believe that a rational basis exists for the Legislature to deny felons the right to vote until they have completed their entire court-ordered sentences, including payment of criminal penalties, victim's restitution and legal fees, rather than separating the various sentencing aspects.",Voting Rights for Felons,0
7529,"It would be much easier to remove anti-doping rules than eliminate doping. The current policy against doping is expensive and difficult to police. In the near future it may become impossible to police. The elimination of doping controls would allow performance enhancement, to make sports more fairer (in the sense that the rules are equally applied ) and to narrow the gap between cheaters and the honest athletes.",Performance Enhancing Drugs,1
7530,"Increasing the minimum wage would have a ripple effect, raising the incomes of people who make a little above the minimum wage. Melissa S. Kearney, PhD, and Benjamin Harris, PhD, of the Brookings Institution found that increasing the minimum wage would result in higher wages for 3.7 million people earning the minimum wage, but also for up to 35 million workers who make up to 150% of the federal minimum wage. [28] Researchers at the White House Council of Economic Advisors (CEA) found that an",Minimum Wage Increase,1
7531,"There are conflicts of interest which have called into question the independence of the DRE manufacturers. In 2002, Alfie Charles left his position as press secretary for California Secretary of State Bill Jones to become a spokesman for Sequoia. Kathryn Ferguson, once election chief in Clark County, Nevada - where Las Vegas is - has been lobbying for Sequoia since 2001, purchased DREs in Florida in 2003 where she had served as secretary of state from 1995 to 1999. This revolving door",Voting Machines,0
7532,"Dairy is doctor recommended. The role of milk in a healthy diet has long been established by the health and nutrition community, such as the National Osteoporosis Foundation, the Surgeon General, the National Institutes of Health, the American Medical Association's Council of Scientific Affairs and many other leading health organizations.",Milk,1
7533,"Social media sites help students do better at school: 59% of students with access to the Internet report using social media to discuss educational topics and 50% use the sites to talk about school assignments. [9] After George Middle School introduced a social media program to engage students, grades went up by 50%, chronic absenteeism went down by 33%, and 20% of students completed extra-credit assignments voluntarily. A Jan. 2015 study in the Journal of Applied Developmental Psychology said college freshman should use social networking sites to",Social Media,1
7534,"There are legitimate reasons for people to own these weapons [assault weapons”]. Whether it’s for hunting or self-defense. There are legitimate reasons for people to own these weapons [assault weapons]. We still had Columbine during this time [of the assault weapons ban]. What’s wrong with our culture or what’s wrong with our system, where a person who was clearly mentally ill, missed all checks to get him the help he needed to prevent that from happening.",Gun Control,1
7535,"A Nov. 2009 peer-reviewed study published in the American Journal of Public Health found that a gunman carrying a concealed handgun is 4.5 times more likely to be shot - over during an assault than an assault victim without a gun - during an assault - mainly at public places where disputes frequently occur—in bars, sporting events or in traffic.",Guns,0
7536,"This means that supervisory poll workers do indeed take voting machines home after 16 hours of training to allow the equipment to be easily placed at polling places on Election Day. There are 10,000 of them. There are countless safeguards - at best - as far as the state allows - to distribute the machines to the precincts in time for the polls to open at 7 a.m. on Election Day. After the polls close at night a'results tape' is run",Voting Machines,1
7537,"Other controls include procedures that do not allow (maintenance) work to be performed by a single person. With segregation of duties, all work is done in teams and supervised.",Voting Machines,1
7538,"In recent years there have been important developments in the academic literature regarding the effect of increases in the federal minimum wage on employment. Moreover, another 11 million workers whose wages are just above the new minimum would likely see a wage increase via ‘spillover’ effects as employers adjust their internal wage ladders. The vast majority of employees who would benefit are adults in working families. ” Research suggests that a minimum wage increase could have a small stimulative effect on the economy, raising demand and job growth and providing some hel",Minimum Wage Increase,0
7539,"Students, educators, and institutions are using iPad to inspire creativity and hands-on learning that makes learning more powerful. A number of K-12 schools, districts and higher education institutions have reported seeing significant gains when comparing current student test scores, pre- and post-test measures and classrooms without iPad. Other positive outcomes include an increase in attendance and a decrease in discipline problems and dropout rates.",Tablets Over Textbooks,1
7540,It has been estimated that the solar energy available in a 100-square-mile area of Nevada could supply the United States with all its electricity needs 40 times over and could meet the global energy demand five times over.,Alternative Energy,0
7541,"Each state develops its own NCLB standards and assessments, and provides no basis for meaningful comparisons. A student sitting for the Connecticut Mastery Test ( CMT ) is given a completely different set of questions from a child in California taking the Standardized Testing and Reporting ( STAR ) test. While the former includes essay questions the latter is entirely multiple choice.",Standardized Tests,1
7542,"The Palestinian quest for self-determination can not be physically destroyed like the State of Israel, Israel can not absorb 3 million Palestinians and still be a majority Jewish state Separating the two communities, the partition of land between the Jordan River and the Mediterranean and the creation of two independent states remains the only viable options for a political solution, as it has been for over sixty years.",Two-State Solution,0
7543,"It will take at least three decades to completely leave fossil fuels behind, but we can do it... But the transition will also entail costs—not just money and regulation, but also changes in our behavior and expectations, and will fundamentally change the way we live. It may take at least three or four decades, and could be very different from the American economy we know today. The renewable economy will likely be slower and more local, it will probably be a conserver economy rather than a consumer economy, an",Alternative Energy,0
7544,"On net neutrality that promotes competition, according to Internet Association President & CEO Michael Beckerman, startups would face discrimination from ISP-owned or preferred content that’s granted a speed advantage through paid prioritization. That’s a huge threat to the low cost of starting a company and it completely upends the economics of the internet. [19] Google CEO Sundar Pichai said that the success of America's startup ecosystem depends... on an open Internet -- including ",Net Neutrality,1
7545,"There are number of ways in which hydraulic fracturing threatens our drinking water... Hydraulic fracturing fluids contain toxic chemicals and are injected into and near drinking water supplies... These chemicals have known negative health effects such as respiratory, neurological, and reproductive injuries, impacts on the central nervous system and cancer... Most states do not require companies to report volumes or names of chemicals injected during hydraulic fracturing ; they have never conducted any sampling to determine the underground or surface fate of hydraulic fracturing chemicals ",Alternative Energy,0
7546,"The dominant paradigm that generates support for biological theories of sexual orientation has profound conceptual flaws... Currently, the major impetus for speculation and research about an endocrinological basis for sexual orientation derives from animal studies... The problems inherent in using studies of mating behaviors in rodents to formulate a theory of sexual orientation in humans are immense... Thus, the prenatal hormonal hypothesis derived from animal studies can not account exclusively for homosexual behavior in men with normal male genitalia.",Hormones Affect Sexuality,1
7547,"I had enjoyed life up to the age of 90, but not now. It has passed by and I have done the best I can with it, and I no longer want to live that way. I am happy to have this option [physician assisted suicide] which I call the Swiss option. I hope that others will adopt a more liberal view of assisted suicide. I'd like to be remembered as an instrument for freeing the elderly to choose their own death.",Euthanasia,0
7548,"In 1972 we were determined but didn't think we could actually get change in law. It was a long battle - over 15 years it got off the statutes books to get those draconian measures off the table - the client was totally supported by the law - it was not against the law to ask or pay for sex, it was against the law to ask for money for sex - which of course was the activity the sex workers couldn't avoid... Since the change in law,",Prostitution,1
7549,"One thing that really worries me about tablets instead of textbooks is that we think that if you give a kid a computer, then there’s the pornography and the social media and distraction of games and that sort of thing... I get in trouble every time I say this, but I would do anything to have better quality teachers even if it meant bigger classes, even if it meant them standing rather than sitting... That is what really makes a difference in the end, that human being that looks the student in the eye.",Tablets Over Textbooks,0
7550,"Inhaled medical marijuana achieves superior results in reducing nausea and vomiting in normal circumstances, because it is similar to the cannabinoids the body naturally produces ; the body is quickly absorbed by the inhaled form than by ingested forms since the body attempts to metabolize any ingested medication before absorption.",Medical Marijuana,0
7551,"As a lifelong Republican, I believe that individual rights should be paramount—and that this includes the right of individuals to make personal decisions about reproductive health. But as a mother I believe that the government’s role in creating and enforcing reproductive health legislation is to protect individuals’ ability to choose all options. The actual impact is an increase in later term abortions that risk the life and health of the mother – a decidedly anti-life consequence – and the real work of our Congress needs to do is to",Abortion,1
7552,"Based on a neutral reading of the Patient Protection and Affordable Care Act and bi-partisan third party analysis, this question seems to have a clear and obvious Con (no) answer, and ProCon.org therefore has presented the responses in a single column with no opposing perspective.]",Obamacare Malpractice Law Change,1
7553,"The nuclear industry and those that claim to regulate it have played down the potential of such an accident..., but the U.S. can avoid the next nuclear accident by phasing out the remaining 103 commercial reactors.",Alternative Energy,1
7554,"According to the Federal government, “Vaccinations are not only about the individual, but they are also meant to protect the lives of others. They are emerging across the country, and putting people’s lives in danger, including measles and other communicable diseases that were eradicated ten years ago, but should only be granted by a physician or health care provider ; all these opinions serve to confuse the caregiver and possibly even misinform them, which could have fatal consequences for the child.”",Vaccines For Children,0
7555,Researchers have found that the use of social media is linked to personality and brain disorders. A study by the University of Pittsburgh found that social media use was significantly associated with increased depression among adult ages 19 and 32. [244] Another study found that addicted social media use reflects increased narcissistic personality traits.,Social Media,0
7556,"Construction of Keystone XL would create 20,000 direct and 118,000 indirect jobs, the kind of infrastructure stimulus that your editorials advocated. [C]onstruction of the pipeline is necessary to replace the declining imports of heavy crude from Venezuela and Mexico...[T]he pipeline would substantially reduce American dependency on oil from volatile regions, including the Middle East... Keystone XL would not appreciably increase global life-cycle greenhouse gas emissions.",Oil Imports,0
7557,"I would hope that people would agree that if the Groningen protocol became official, parents who don't want to contend with a disabled or comatose loved one will have their baby or young child euthanized, even if the baby has a fighting chance at a meaningful life. There is, however, one basic starting point for any ethical inquiry in medicine - the alpha and omega of everything should be the preservation of life - in favor of human life.",Euthanasia,1
7558,"On Election Day, voters who had the chance to cast their vote on Diebold AccuVote Touch-screen systems raved about the ease and speed of the high-tech process, and election officials received positive feedback from the electorate. 'We were extremely pleased with the ease of use of the system, which was especially important considering this was the first time the system was used by poll workers and voters throughout Lorain County (Ohio),' stated Marilyn Jacobcik, director of elections of",Voting Machines,1
7559,"At the same time, Israelis should recognize the existence of a Palestinian state and withdraw from the vast majority of its settlements in occupied territories on the basis of land exchange agreement, and accept the solution of resettlement, compensation and rehabilitation as described in UN decision 194 section iii. At the end of the negotiations a solution can be found for Jerusalem and particularly for the Old City and the Holy Places.",Two-State Solution,1
7560,The marriage is a public institution because it brings together men and women to the reproduction of the human race and keeps them together to raise the children produced by their union. The quality of the children produced by their union is directly related to the quality of life in society. Only opposite-sex marriages are the only type capable of producing children through natural intercourse and the only ones who are guaranteed of providing children with both a mother and a father. This would be a foolish and tragic choice.,Gay Marriage,0
7561,"Suicide is never a good solution to a problem, we believe that only people with terminal conditions that severely impair quality of life should be able to end their suffering by accelerating death.",Euthanasia,0
7562,"We have a lot of misinformation out there that the ACLU is out of the mainstream, that we’re a radical left-wing group and we do so for everyone regardless of political inclination, sexual orientation, national origin, and so I think because of that we tackle very unpopular causes. We represent people who have committed heinous crimes, but we can’t really pick and choose who our clients are.”",ACLU,0
7563,"The prohibition against killing patients... stands as the first promise of self-restraint in the Hippocratic oath: 'I will neither give to anyone a deadly drug if asked for it nor will I make a suggestion to this effect'... In forsaking the give of poison when asked for it, the Hippocratic physician rejects the view that the patient's choice of death can make killing him right: human life in living bodies commands respect and reverence -- by its very nature.",Euthanasia,1
7564,"FIFA and UEFA have decided to reject the stance of the World Anti-Doping Agency (WADA) regarding the individual ""whereabouts"" rule and, more specifically, the individual location of team-sport athletes. They oppose the individual 'whereabouts' rule and want to see it replaced by collective location rules within the scope of the team and within stadium infrastructure... Lastly, FIFA and UEFA want to emphasise the fact that the legality of the lack of respect for player's private life, ",WADA Whereabouts Rule,1
7565,"The key environmental question facing the coal-based electricity sector is whether coal can remain a viable energy option even with the cost of new technologies to capture and store CO2, a common greenhouse gas.",Alternative Energy,0
7566,"Typically, undocumented immigrants contribute in taxes more to the federal coffers than they pay in social services... each year undocumented immigrants add billions of dollars to the federal, state and local coffers in sales, excise, property, income and payroll taxes, including Social Security, Medicare and unemployment taxes. Yet these workers and their families use fewer government services than similarly situated documented immigrants or U.S. citizens.",Immigration,0
7567,"In our recently completed research, we show that the MLDA21 saves lives with little or no impact on states that adopted the MLDA on their own and the states that were coerced by the FUDAA [Federal Underage Drinking Act]. Our results thus challenge both the value of the MLDA21 and the value of coercive federalism.",Lower Drinking Age,1
7568,"The birth control pill is not the most effective form of birth control. Typical use of the Pill results in nine unintended pregnancies out of 100 women after a year of use and rises steadily to 61 unintended pregnancies out of 100 after ten years of typical use, the Levonorgestral IUD and male sterilization result in two and the hormonal implants result in one.”",Contraception,0
7569,"Surely all children in America should be vaccinated unless their immune system is suppressed for medical exemptions, but I think that all children must be vaccinated, as is the law in most of the states in this country before they can go to school.",Vaccines For Children,0
7570,The question is: are unvaccinated parents putting the rest of our children at risk? Maybe a little. But in my opinion parents SHOULD have the right to make health care choices for their children. They should not be forced into vaccinating if they feel strongly against it.”,Vaccines For Children,0
7571,"For instance, as you know, I don’t actually go out with many of the conservatives in my party on the issue of minimum wage, and I think we ought to raise it... Because frankly our party is about more jobs and better pay.",Minimum Wage Increase,1
7572,"They have a moral obligation to act now to protect the dreamers who are the pride of our nation and on paper in every way but the American dream. The American people want congress to pass the Dream Act... the three B’s: business, badges (our law enforcement community) and Bibles... There is nothing political or partisan about protecting Dreamers if not to protect patriotic young people who are determined to contribute and strengthen America.",Immigration,1
7573,"The Holy See has consistently sought the abolition of the death penalty. Where death is a sign of desperation, civil society is invited to assert its belief in a justice that preserves hope from the ruin of evils that stalk our world. The universal abolition of the death penalty would be a courageous reaffirmation of the belief that humankind can be successful in dealing with crime and of our refusal to succumb to despair before such forces, and as such it would regenerate new hope in our",Christianity Supports Death Penalty,0
7574,"Many information about Iraq’s weapons of mass destruction is already in the public domain from UN reports and Iraqi defectors. This clearly points to Iraq’s continued possession of chemical and biological agents and weapons produced before the Gulf War. It shows that Iraq has refurbished sites formerly associated with the production of chemical and biological agents. And it indicates that Iraq remains able to manufacture these agents and deliver them with bombs, shells, artillery rockets and ballistic missiles.",War in Iraq,1
7575,"All of our athletes, prospective players and our youth have to come to understand that the use of performance enhancing substances is illegal, cheating, long-term damage to a player's health and it puts at risk an athlete's reputation and integrity. As Commissioner of Baseball, I am committed to arm the side of honesty and fair play by funding laboratory research to detect the illegal use of these substances.",Performance Enhancing Drugs,0
7576," Human activity is changing the Earth’s climate. At the global level, atmospheric concentrations of carbon dioxide and other heattrapping greenhouse gases have increased sharply since the Industrial Revolution, and fossil fuel burning dominates this increase. Human generated rises in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8°C (1.5°F) over the past 140 years. These changes are broadly consistent with long-standing physics and predictions of how the climate system should respond to human-induced increases in",Humans Cause Climate Change,1
7577,"In general, the risk of performance-enhancing drugs is considerably less than from tobacco or alcohol to health than does one who is not prepared to apply them to the rest of life.",Performance Enhancing Drugs,1
7578,"A vegetarian diet also lowers the risk of heart disease. According to a peer-reviewed 1999 study of 76,000 people, vegetarians had 24% lower mortality than meat eaters from heart disease. A vegetarian diet also helps reduce blood pressure, prevent hypertension and thus reduce the risk of stroke.",Vegetarianism,1
7579,"But I predict that a new subset of pharmaceuticals will emerge from commercially successful products labeled 'nutraceuticals' and 'cosmeceuticals' that already crossed the sharply defined boundaries of standard pharmaceuticals designed to treat diseases... Will they move into much more questionable directions such as growth hormone analogs that will lead to 71/2-foot pole vaulters or basketball players?... As a chemist, I should welcome such a prospect because the mind does not deteriorate as quickly as the body",Performance Enhancing Drugs,0
7580,"To see the connection between rationing and affordable care for all, one must recognize that seven U.S. workers in 10 still enjoy health care as a fringe benefit of employment, but perhaps not for long -- the extra test that provides little or no information, the surgery that is little or no better than a watchful waiting or the costly patent drug that is little or no better than the inexpensive generic. For workers, this means that the worst system is to ration the healthcare for all -- except the others.",Equal Healthcare Distribution,0
7581,"I think the Illinois State Rifle Association [ISRA] should explain to the public why carrying concealed and loaded weapons in public is a good idea when we have a mountain of evidence that too many CCW permit holders in other states are unstable and violent, resulting in an awful number of homicides. This evidence points to one conclusion, that a concealed weapons law is dangerous and a major threat to Illinois residents.",Guns,1
7582,"Public accounts would allow for benefits to be inherited, and despite the present system is inequitable because people who live shorter lives have less of their earned benefits and yet these benefits cannot be transferred to family members. Personal accounts will give the option to pass assets to heirs upon death, an option currently missing from Social Security. As President George W. Bush stated in his state of the Union address in 2005, you'll be able to pass along the money in your personal account if you wish to your children or grandchildren ",Privatized Social Security,0
7583,"Despite strong resistance from religious organizations, the Obama administration said on Friday that it is moving forward with a rule requiring most health plans to provide free coverage of contraceptives for women... The rule, they said, is very similar to their proposal, including an exemption for churches... Many Catholic hospitals, schools, universities and other religious institutions will have to take steps so that coverage is available to employees and their dependents...",Obamacare,1
7584,"Our company believes that the young people who would benefit from Deferred Action for Childhood Arrivals (DACA) deserve the opportunity to take their full and rightful place in the U.S. Removing DREAMers from classrooms, universities, internships and workforces is simply unacceptable. We can't allow talent to be outsourced or forced into hiding or at the hands of families. We also have a moral obligation to protect these children from bad policies and practices. Our future depends on it.",Immigration,0
7585,"While the price of wind power has indeed fallen, it still costs more than spot market electric power (3.5 to 4 cents kwh), as the federal government subsidizes wind power through a production tax credit of 1.8 cents per kwh. Wind farms generate power only when the wind is too strong for fear of being blown down. Wind farms' average output is less than 30 percent of their theoretical capacity.",Alternative Energy,1
7586,"Last week, Education Secretary Arne Duncan declared that ‘textbooks should be obsolete’, arguing that one could replace it with a widely hyped but still untested digital-learning technology — good old paper — in their place — before we bury that old streetcar and imagine how great it would be to have them around.",Tablets Over Textbooks,0
7587,"On Election Day, the technicians [provided electronic voting machine manufacturer Diebold] were assigned specific duties : first, technicians assisted with the opening procedures in various precincts within their assigned county. Throughout the remainder of the day, Diebold staff toured each county visiting various precincts to ensure the election processes were running smoothly. At the end of the day, technicians provided assistance with the closing procedures as needed.",Voting Machines,0
7588,"Homework disadvantages low-income students 41% of US children live in low-income families that are less likely to have access to the resources needed to complete homework, such as pens and paper, a computer, internet access, a quiet work space and a parent at home to help them. [35][25][36] A study published in the International Journal of Education and Social Science concludes that homework increases social inequality as it potentially serves as a mechanism to further advantage those students who already experience some privilege in the school",Homework,0
7589,There is this kind of marketing that is designed to convince people that they need pills that are much more expensive than what is written out to patients — it’s faster to write the prescription than it is to try to talk with the patient and convince the patient that he or she may have been manipulated by these ads. But both the doctor and the patient are sucked into this kind of 'bait and switch' because sooner or later they will have to pay for that drug.,Prescription Drugs,0
